Seed,Community,Species_ID,Species_CUE,Community_CUE,Abundance,Total_Abundance,Dominant_Community,Competition_Avg_Survivors,Overlap all,UptakeVar
50,1,1,0.5123856154873815,0.5214255698300913,-1.4589637048760635e-09,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.271046512281881e-06
50,1,2,0.5128534012243376,0.5214255698300913,-1.9241468664933826e-09,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.9136702815631978e-06
50,1,3,0.4975752219725697,0.5214255698300913,6.23370180589841e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.2248292152055495e-06
50,1,4,0.49182064410474724,0.5214255698300913,4.898983237419633e-13,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.872591983120823e-06
50,1,5,0.5019228415025484,0.5214255698300913,-5.017651271221143e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.9924679488336475e-06
50,1,6,0.49877723307434835,0.5214255698300913,6.3436522422133426e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.658089123679178e-06
50,1,7,0.4905268389486411,0.5214255698300913,1.3036871848314169e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.1256812565004614e-06
50,1,8,0.5090887667314123,0.5214255698300913,-8.844234428863133e-10,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.0239036685327384e-06
50,1,9,0.5251445513064608,0.5214255698300913,46.98464087435309,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8307170616951083e-06
50,1,10,0.49285191011508345,0.5214255698300913,2.9002540311639865e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.835737691251875e-06
50,1,11,0.5053464054722164,0.5214255698300913,-1.3834486099860288e-10,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.9448035660118496e-06
50,1,12,0.5014471858653369,0.5214255698300913,-5.273746137024022e-13,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.0727609626786097e-06
50,1,13,0.5074710918236092,0.5214255698300913,-7.693697015336914e-10,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.190094514198399e-06
50,1,14,0.5107428561975883,0.5214255698300913,-1.1914913073814272e-09,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8249166731063525e-06
50,1,15,0.499478193299587,0.5214255698300913,-1.2695628190405243e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8209235913460855e-06
50,1,16,0.5007990613456871,0.5214255698300913,1.0293677225927874e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.276799289151016e-06
50,1,17,0.5243718826020097,0.5214255698300913,39.184296286893044,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8576661888177002e-06
50,1,18,0.5028070287920318,0.5214255698300913,-9.960499388597085e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.184043031494417e-06
50,1,19,0.4951666049362997,0.5214255698300913,4.502020341348352e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.096056922192368e-06
50,1,20,0.49339887385624304,0.5214255698300913,2.621211564395285e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.055578751294256e-06
50,1,21,0.5111200580851301,0.5214255698300913,-1.2818202126694991e-09,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8764724790483022e-06
50,1,22,0.48747184470113497,0.5214255698300913,-5.360074463095591e-13,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.231494949803681e-06
50,1,23,0.5154949353432245,0.5214255698300913,0.07931753864562406,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.9431186675304677e-06
50,1,24,0.5013088025767849,0.5214255698300913,-5.979372618123998e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.2227018896274654e-06
50,1,25,0.5057954125179088,0.5214255698300913,-6.059678126339002e-11,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.170463858409146e-06
50,1,26,0.5101004807652872,0.5214255698300913,-6.461464924570841e-10,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,2.197918596496413e-06
50,1,27,0.49354628479060375,0.5214255698300913,2.368897756554071e-12,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.640336449415507e-06
50,1,28,0.48450374549983183,0.5214255698300913,-4.523702625754408e-13,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.95162751714655e-06
50,1,29,0.5069526374202395,0.5214255698300913,-1.719330471498414e-10,209.61417188963338,Community 2,0.0013806897361033305,0.0012471951609239098,1.8896995169759624e-06
