Seed,Community,Species_ID,Species_CUE,Community_CUE,Community_CUE_surv,Abundance,Total_Abundance,Dominant_Community,Competition,L_eff,Facilitation,Depletion,UptakeVar
50,1,1,0.06299624662942865,0.10333071980539246,0.10333072070130188,2.8241097480568053e-08,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,9.358436832886045e-06
50,1,2,0.019774131660442316,0.10333071980539246,0.10333072070130188,5.286480279648073e-12,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,7.792622370926543e-06
50,1,3,0.04825389348483275,0.10333071980539246,0.10333072070130188,8.801494928616352e-10,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,8.538698595140083e-06
50,1,4,0.04257015634062847,0.10333071980539246,0.10333072070130188,-3.4201699493057393e-12,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,7.5804091751274186e-06
50,1,5,-0.05855925531608391,0.10333071980539246,0.10333072070130188,-1.7865672238188455e-19,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,7.775227512310838e-06
50,1,6,0.011882357521481448,0.10333071980539246,0.10333072070130188,-5.098036355175698e-14,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,8.547253138697036e-06
50,1,7,-0.14279991275014856,0.10333071980539246,0.10333072070130188,5.038559285523779e-21,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,6.697638906794133e-06
50,1,8,-0.07903607127167347,0.10333071980539246,0.10333072070130188,2.134953517756451e-17,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,1.082063837220148e-05
50,1,9,-0.02528009349841086,0.10333071980539246,0.10333072070130188,3.9203047918741646e-16,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,1.0442766720875655e-05
50,1,10,0.013337328130442022,0.10333071980539246,0.10333072070130188,-2.0086492235257465e-13,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,6.6102809298066555e-06
50,1,11,0.012973549521129148,0.10333071980539246,0.10333072070130188,-1.7872632863326845e-13,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,9.768629369880729e-06
50,1,12,-0.04582801544740543,0.10333071980539246,0.10333072070130188,3.6044732227432026e-16,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,7.564138878006575e-06
50,1,13,0.09143607553619441,0.10333071980539246,0.10333072070130188,5.402749399264963,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,6.2011166699302125e-06
50,1,14,0.0033498686270397758,0.10333071980539246,0.10333072070130188,1.6544553115603176e-13,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,8.395353811946451e-06
50,1,15,-0.11379833897431799,0.10333071980539246,0.10333072070130188,1.7989559396023393e-20,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,6.5562401216322976e-06
50,1,16,-0.0007191860834551595,0.10333071980539246,0.10333072070130188,3.19817766649774e-12,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,9.517499375673133e-06
50,1,17,-0.02260273056871147,0.10333071980539246,0.10333072070130188,1.8962449435120468e-13,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,1.0160157851796898e-05
50,1,18,0.07136153187529941,0.10333071980539246,0.10333072070130188,5.264516410941039e-05,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,7.87561853783176e-06
50,1,19,0.00022823664473876676,0.10333071980539246,0.10333072070130188,-1.5493560506704775e-13,39.39386319535954,Community 2,0.0012405265264006226,1.2430342791347067,0.8626623201877945,45.80680872743227,8.809440521813316e-06
