Seed,Community,Species_ID,Species_CUE,Community_CUE,Abundance,Total_Abundance,Dominant_Community,Competition_Avg_Survivors,Overlap all,UptakeVar
50,1,1,0.16715153963768709,0.23975247731063484,2.5597397025882816e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.84262093492633e-06
50,1,2,0.16791000965581857,0.23975247731063484,1.8080292414824064e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.579797786343386e-06
50,1,3,0.1483801201072565,0.23975247731063484,3.53335565493763e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.661453507649091e-06
50,1,4,0.14343776034370365,0.23975247731063484,7.304993147499615e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.61163571759479e-06
50,1,5,0.11828955290925669,0.23975247731063484,-2.5707315364260203e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.493311495345777e-06
50,1,6,0.19184261094400007,0.23975247731063484,8.089117176362745e-07,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.9218062180624e-06
50,1,7,0.16020163195889303,0.23975247731063484,2.526165799840731e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.975164006608142e-06
50,1,8,0.21225441627395147,0.23975247731063484,2.7135380374364627e-06,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.988938384427645e-06
50,1,9,0.2074738219361651,0.23975247731063484,0.00013376035975951414,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.19730027860247e-06
50,1,10,0.08741648399798538,0.23975247731063484,-2.7250549816954964e-12,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,1.0010623893742748e-05
50,1,11,0.18922993764863416,0.23975247731063484,0.0013927332959393678,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.31802426123317e-06
50,1,12,0.1706003821765357,0.23975247731063484,1.2094673006703196e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.46964270552515e-06
50,1,13,0.03265922328828842,0.23975247731063484,-3.7274215824727416e-12,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.068750263887504e-06
50,1,14,0.16800914195811492,0.23975247731063484,2.0100670327995064e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,6.895157931799628e-06
50,1,15,0.16145574113275932,0.23975247731063484,7.964248525605433e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.813723707153946e-06
50,1,16,0.11187025747780309,0.23975247731063484,-1.3092396413657686e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.682161034962573e-06
50,1,17,0.17077481677114104,0.23975247731063484,8.038013465221115e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.986737523988548e-06
50,1,18,0.18627713682339705,0.23975247731063484,7.454984647517084e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.292224277808578e-06
50,1,19,0.18897494635614273,0.23975247731063484,2.5344273458183675e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.076114275525917e-06
50,1,20,0.18222726097583414,0.23975247731063484,3.6921911493494074e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,6.060104609103184e-06
50,1,21,0.10933741868336615,0.23975247731063484,-1.261501471446806e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.484194952324736e-06
50,1,22,0.18500561446089192,0.23975247731063484,3.491058096150428e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.018394187849896e-06
50,1,23,0.19457520613056284,0.23975247731063484,7.420167528465055e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.940394874431076e-06
50,1,24,0.17765907720718202,0.23975247731063484,8.388368074291682e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.713558290794986e-06
50,1,25,0.18292523948385828,0.23975247731063484,1.0210309644742148e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.7014413753e-06
50,1,26,0.20225131050394224,0.23975247731063484,0.005732894665815539,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.111081987161081e-06
50,1,27,0.16303656927315796,0.23975247731063484,7.369141986369722e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.644147251004677e-06
50,1,28,0.15595786348016877,0.23975247731063484,9.650334834245502e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,6.663777052170224e-06
50,1,29,0.10320511374713129,0.23975247731063484,-4.7868147582999e-12,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.212544312827231e-06
50,1,30,0.18492001829567842,0.23975247731063484,5.411079496587226e-08,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,5.2243631144246355e-06
50,1,31,0.220525410542893,0.23975247731063484,0.07246632639276872,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.423904811587678e-06
50,1,32,0.21859847213069447,0.23975247731063484,16.11739966811031,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,7.227095120078128e-06
50,1,33,0.11263602574843158,0.23975247731063484,-1.4339340616420601e-11,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.9455023553415e-06
50,1,34,0.17728727394305352,0.23975247731063484,7.710902459185369e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.676563121021623e-06
50,1,35,0.15513815654547553,0.23975247731063484,2.0413843541911746e-10,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.167745112221183e-06
50,1,36,-0.0562393949960764,0.23975247731063484,2.716420828894766e-12,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.445483688282933e-06
50,1,37,0.04165380034519039,0.23975247731063484,-4.538020376986497e-12,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,8.000170447572738e-06
50,1,38,0.1629929640882766,0.23975247731063484,1.0070340573260773e-09,33.03111700335533,Community 2,0.0015081010020250706,0.0012607407667064173,9.051091103307587e-06
