Seed,Community,Species_ID,Species_CUE,Community_CUE,Abundance,Total_Abundance,Dominant_Community
50,1,1,0.16715153963768709,0.2385611982272563,0.0012922266730972147,33.31508790062061,Community 2
50,1,2,0.16791000965581857,0.2385611982272563,0.01062216064626951,33.31508790062061,Community 2
50,1,3,0.1483801201072565,0.2385611982272563,0.00018884543855189905,33.31508790062061,Community 2
50,1,4,0.14343776034370365,0.2385611982272563,0.00033924864872903984,33.31508790062061,Community 2
50,1,5,0.11828955290925669,0.2385611982272563,5.814292890733835e-07,33.31508790062061,Community 2
50,1,6,0.19184261094400007,0.2385611982272563,0.11017045853043196,33.31508790062061,Community 2
50,1,7,0.16020163195889303,0.2385611982272563,7.235475209072892e-05,33.31508790062061,Community 2
50,1,8,0.21225441627395147,0.2385611982272563,0.22010000162794335,33.31508790062061,Community 2
50,1,9,0.2074738219361651,0.2385611982272563,0.4403259883109056,33.31508790062061,Community 2
50,1,10,0.08741648399798538,0.2385611982272563,4.4082578497939174e-08,33.31508790062061,Community 2
50,1,11,0.18922993764863416,0.2385611982272563,0.4339328435661472,33.31508790062061,Community 2
50,1,12,0.1706003821765357,0.2385611982272563,0.0051356975541450595,33.31508790062061,Community 2
50,1,13,0.03265922328828842,0.2385611982272563,8.628706203361514e-11,33.31508790062061,Community 2
50,1,14,0.16800914195811492,0.2385611982272563,0.0009180073311275407,33.31508790062061,Community 2
50,1,15,0.16145574113275932,0.2385611982272563,0.0005344094967395657,33.31508790062061,Community 2
50,1,16,0.11187025747780309,0.2385611982272563,1.5762890253819743e-07,33.31508790062061,Community 2
50,1,17,0.17077481677114104,0.2385611982272563,0.0003825145151903526,33.31508790062061,Community 2
50,1,18,0.18627713682339705,0.2385611982272563,0.004299999124369643,33.31508790062061,Community 2
50,1,19,0.18897494635614273,0.2385611982272563,0.0156458148720475,33.31508790062061,Community 2
50,1,20,0.18222726097583414,0.2385611982272563,0.02354757927916579,33.31508790062061,Community 2
50,1,21,0.10933741868336615,0.2385611982272563,6.076757889780905e-07,33.31508790062061,Community 2
50,1,22,0.18500561446089192,0.2385611982272563,0.018338168961851357,33.31508790062061,Community 2
50,1,23,0.19457520613056284,0.2385611982272563,0.054232871195603057,33.31508790062061,Community 2
50,1,24,0.17765907720718202,0.2385611982272563,0.003775212189550606,33.31508790062061,Community 2
50,1,25,0.18292523948385828,0.2385611982272563,0.0074998223281553,33.31508790062061,Community 2
50,1,26,0.20225131050394224,0.2385611982272563,0.6723591401182217,33.31508790062061,Community 2
50,1,27,0.16303656927315796,0.2385611982272563,0.0005122543965156073,33.31508790062061,Community 2
50,1,28,0.15595786348016877,0.2385611982272563,0.0001757165524915322,33.31508790062061,Community 2
50,1,29,0.10320511374713129,0.2385611982272563,6.81141043797689e-08,33.31508790062061,Community 2
50,1,30,0.18492001829567842,0.2385611982272563,0.033030038122920234,33.31508790062061,Community 2
50,1,31,0.220525410542893,0.2385611982272563,1.5823170307076626,33.31508790062061,Community 2
50,1,32,0.21859847213069447,0.2385611982272563,11.596999919600846,33.31508790062061,Community 2
50,1,33,0.11263602574843158,0.2385611982272563,5.306778052329603e-07,33.31508790062061,Community 2
50,1,34,0.17728727394305352,0.2385611982272563,0.004407905394155883,33.31508790062061,Community 2
