Seed,Community_CUE,Dominant_Species,Similarity,Species_ID,Species_CUE,Equilibrium_Abundance
50,-1.7964882203020613e-10,58,0.7558579877463822,1,-0.00038891497751135465,5.8160127457068634e-05
50,-1.7964882203020613e-10,58,0.7558579877463822,2,-9.282207212193354e-06,0.7880705847685209
50,-1.7964882203020613e-10,58,0.7558579877463822,3,-3.100484847900344e-05,0.7202728252275836
50,-1.7964882203020613e-10,58,0.7558579877463822,4,-0.0003123730196919903,0.00018552827370826888
50,-1.7964882203020613e-10,58,0.7558579877463822,5,-3.984177181917248e-06,3.9387669051207257
50,-1.7964882203020613e-10,58,0.7558579877463822,6,-0.0004992995334510159,5.81026948903829e-07
50,-1.7964882203020613e-10,58,0.7558579877463822,7,-0.0004046643254312753,0.0003530381296676857
50,-1.7964882203020613e-10,58,0.7558579877463822,8,-5.156864105291845e-05,0.08703458355730671
50,-1.7964882203020613e-10,58,0.7558579877463822,9,-0.00015338336779268275,0.015109117576688744
50,-1.7964882203020613e-10,58,0.7558579877463822,10,-4.477287854058803e-05,0.03833595308244103
50,-1.7964882203020613e-10,58,0.7558579877463822,11,-0.0003839020562914959,3.827525816425665e-05
50,-1.7964882203020613e-10,58,0.7558579877463822,12,-0.00012607010440214737,0.06757108436336944
50,-1.7964882203020613e-10,58,0.7558579877463822,13,-0.00022233014662433994,0.0014421584942391319
50,-1.7964882203020613e-10,58,0.7558579877463822,14,-0.00016563435344113666,0.0034543015821488347
50,-1.7964882203020613e-10,58,0.7558579877463822,15,-3.035846280099959e-06,4.923453425635147
50,-1.7964882203020613e-10,58,0.7558579877463822,16,-5.998904226247411e-05,0.12104619402268674
50,-1.7964882203020613e-10,58,0.7558579877463822,17,-1.431901961277497e-07,1.2708753231685843
50,-1.7964882203020613e-10,58,0.7558579877463822,18,7.908018070471822e-06,4.4498043824621965
50,-1.7964882203020613e-10,58,0.7558579877463822,19,-0.00044460987885763456,5.448467141274904e-06
50,-1.7964882203020613e-10,58,0.7558579877463822,20,-8.00371192406064e-06,1.5934791481484643
50,-1.7964882203020613e-10,58,0.7558579877463822,21,3.2330083182382197e-06,5.9978421577359455
50,-1.7964882203020613e-10,58,0.7558579877463822,22,9.656229553409364e-06,2.756962186393948
50,-1.7964882203020613e-10,58,0.7558579877463822,23,-0.00039369021824515413,0.00012042896158898522
50,-1.7964882203020613e-10,58,0.7558579877463822,24,-1.1776944410110293e-05,2.0016997892719735
50,-1.7964882203020613e-10,58,0.7558579877463822,25,-3.565365614173907e-06,2.259953565640885
50,-1.7964882203020613e-10,58,0.7558579877463822,26,-0.0003762849571692728,1.391748582272232e-05
50,-1.7964882203020613e-10,58,0.7558579877463822,27,7.184286698667186e-06,2.378111372166412
50,-1.7964882203020613e-10,58,0.7558579877463822,28,-8.595740931150923e-07,8.448358169115448
50,-1.7964882203020613e-10,58,0.7558579877463822,29,-0.00012472058770842114,0.005723345637370149
50,-1.7964882203020613e-10,58,0.7558579877463822,30,9.446228191971032e-06,4.2462194738378685
50,-1.7964882203020613e-10,58,0.7558579877463822,31,-1.9284554789596933e-05,0.7826282862797654
50,-1.7964882203020613e-10,58,0.7558579877463822,32,-6.482877114882048e-05,0.3012283472380758
50,-1.7964882203020613e-10,58,0.7558579877463822,33,-0.00043533107028036384,7.09246724052307e-07
50,-1.7964882203020613e-10,58,0.7558579877463822,34,-4.909627440520461e-05,0.2955168953086563
50,-1.7964882203020613e-10,58,0.7558579877463822,35,-0.00019517707078420352,0.02684158723252663
50,-1.7964882203020613e-10,58,0.7558579877463822,36,-0.0006764791284083548,9.921811293973909e-09
50,-1.7964882203020613e-10,58,0.7558579877463822,37,1.2398977294772724e-05,2.2848301767410395
50,-1.7964882203020613e-10,58,0.7558579877463822,38,-0.00037529324093485417,8.040396439660631e-06
50,-1.7964882203020613e-10,58,0.7558579877463822,39,-8.118686749515729e-06,0.98874469003193
50,-1.7964882203020613e-10,58,0.7558579877463822,40,5.050102410133243e-06,4.145554514497954
